question,tag
স্থানীয় নির্বাচন অফিস আবেদন প্রসেসিং শুরু করেনি; কাকে জানানো উচিত?,new_voter_application_not_submitted_to_upazila_or_thana_office
স্থানীয় নির্বাচন অফিস আমার আবেদন স্থগিত রেখেছে; আমি কী করতে পারি?,new_voter_application_not_submitted_to_upazila_or_thana_office
স্থানীয় নির্বাচন কার্যালয় কোনো কারণ ছাড়াই আবেদন নাকচ করেছে এখন কী করব?,new_voter_application_not_submitted_to_upazila_or_thana_office
নতুন ভোটার হওয়ার জন্য অনলাইনে আবেদন করার পর কি কি কাগজপত্র জমা দিতে হয়?,new_voter_apply_online_what_documents_needed
"বায়োমেট্রিক্স দেওয়ার জন্য এসএমএস পেয়েছি, এখন কি করবো?",new_voter_apply_online_what_documents_needed_with_bio
অনলাইন নতুন ভোটার ফর্ম জমা শেষে দাখিলযোগ্য দলিলগুলো কী কী?,new_voter_apply_online_what_documents_needed
অনলাইন ফর্মের পর কাগজপত্র জমা দেওয়ার তালিকাটা দিবেন?,new_voter_apply_online_what_documents_needed
অনলাইন ভোটার ফর্মের পরে দাখিলযোগ্য কাগজ কোনগুলো?,new_voter_apply_online_what_documents_needed
অনলাইনে নতুন কার্ড আবেদন করার পর জমা দিতে হবে কোন পেপারস গুলি?,new_voter_apply_online_what_documents_needed
"অনলাইনে নিবন্ধন আবেদন করেছি, এখন কি কি দলিল নিয়ে উপজেলা নির্বাচন অফিসে যাব?",new_voter_apply_online_what_documents_needed
"অনলাইনে ফর্ম জমা শেষ, পরবর্তী কাগজপত্র কী কী?",new_voter_apply_online_what_documents_needed
"অনলাইনে ভোটার হওয়ার জন্য আবেদন করেছি, এখন কি কি দলিল নিয়ে উপজেলা নির্বাচন অফিসে যাব?",new_voter_apply_online_what_documents_needed
নতুন ভোটার আবেদনের পর এসএমএস পেয়েছি এখন কি করবো?,new_voter_apply_online_what_documents_needed_with_bio
"অনলাইনে নতুন ভোটার নিবন্ধনের আবেদন করেছি, এখন উপজেলা নির্বাচন অফিসে কী কী কাগজ নিয়ে যেতে হবে?",new_voter_apply_online_what_documents_needed
"নতুন ভোটার হিসেবে অনলাইনে আবেদন দিয়েছি, এখন উপজেলা অফিসে যাওয়ার সময় কোন কোন দলিল সঙ্গে নিতে হবে?",new_voter_apply_online_what_documents_needed
"অনলাইন ভোটার আবেদন সম্পন্ন হয়েছে, উপজেলা নির্বাচন অফিসে কী কী নিয়ে যাব?",new_voter_apply_online_what_documents_needed
"ভোটার হওয়ার অনলাইন আবেদন করেছি, নির্বাচন অফিসে যেতে কোন কোন কাগজপত্র লাগবে?",new_voter_apply_online_what_documents_needed
"নতুন ভোটার নিবন্ধনের জন্য অনলাইনে ফর্ম পূরণ করেছি, এখন উপজেলা অফিসে গিয়ে কী কী জমা দিতে হবে?",new_voter_apply_online_what_documents_needed
"অনলাইনে এনআইডি নিবন্ধনের আবেদন করেছি, এখন উপজেলা নির্বাচন অফিসে কী কী কাগজ জমা দিতে হবে?",new_voter_apply_online_what_documents_needed
"নতুন ভোটার হওয়ার আবেদন অনলাইনে জমা করেছি, অফিসে যাওয়ার সময় কোন কোন মূল দলিল নিয়ে যাব?",new_voter_apply_online_what_documents_needed
অনলাইনে ভোটার নিবন্ধনের আবেদন করার পর কোন কোন কাগজপত্র সাথে নিতে হবে?,new_voter_apply_online_what_documents_needed
নতুন ভোটার হওয়ার জন্য অনলাইনে আবেদন সম্পন্ন হলে পরবর্তী ধাপে কী কী দলিল লাগবে?,new_voter_apply_online_what_documents_needed
ভোটার নিবন্ধনের অনলাইন আবেদন দেওয়ার পর কী কী কাগজপত্র জমা দিতে হয়?,new_voter_apply_online_what_documents_needed
"নতুন এনআইডি নিবন্ধনের জন্য অনলাইনে আবেদন করেছি, এখন কী কী মূল কাগজপত্র সাবমিট করতে হবে?",new_voter_apply_online_what_documents_needed
অনলাইনে নতুন ভোটার ফর্ম পূরণের পরে প্রিন্ট কপির সাথে কোন কোন দলিল জমা দিতে হয়?,new_voter_apply_online_what_documents_needed
নতুন ভোটার নিবন্ধনে অনলাইন আবেদন শেষ করে এখন কোন কোন সনদ বা দলিল জমা দিতে হবে?,new_voter_apply_online_what_documents_needed
অনলাইনে নতুন ভোটার আবেদন ফর্ম সাবমিট করার পর উপজেলা অফিসে কোন কোন কাগজপত্র নিয়ে যেতে হবে?,new_voter_apply_online_what_documents_needed
"নতুন ভোটার হওয়ার আবেদনের পর এসএমএস এসেছে, এখন কী করতে হবে?",new_voter_apply_online_what_documents_needed_with_bio
"অনলাইনে ভোটার নিবন্ধনের পর এসএমএস পেয়েছি, পরবর্তী পদক্ষেপ কী?",new_voter_apply_online_what_documents_needed_with_bio
"ভোটার হওয়ার আবেদনের পর এসএমএস পেয়েছি, এখন উপজেলা অফিসে কী কী নিয়ে যাব?",new_voter_apply_online_what_documents_needed_with_bio
"নতুন ভোটার হওয়ার আবেদনের পর এসএমএস পেয়েছি, এখন কোন কাগজপত্র নিয়ে অফিসে যাব?",new_voter_apply_online_what_documents_needed_with_bio
অনলাইনে নতুন ভোটার আবেদন জমা দেওয়ার পর কোন কোন দলিলাদি জমা দিতে হবে?,new_voter_apply_online_what_documents_needed
নতুন ভোটার নিবন্ধনের জন্য অনলাইন আবেদন করার পর কোন কোন কাগজপত্র প্রয়োজন?,new_voter_apply_online_what_documents_needed
"নতুন ভোটার হতে অনলাইনে আবেদন করেছি, এখন উপজেলা নির্বাচন অফিসে কোন কোন দলিল জমা দিতে হবে?",new_voter_apply_online_what_documents_needed
"আমি নতুন ভোটার হওয়ার আবেদন করেছিলাম কিন্তু সেটি বাতিল (Rejected) করা হয়েছে, কেন?",new_voter_but_card_rejected
"আমি নতুন ভোটার হইছি, কিন্তু আমার কার্ড বাতিল কেন হইল?",new_voter_but_card_rejected
"আমি নতুন ভোটার হয়েছি, জানতে পারলাম আমার নতুন কার্ড বাতিল (Rejected) করা হয়েছে, কেন?",new_voter_but_card_rejected
আমি নতুন ভোটার; NID আবেদন প্রত্যাখ্যানের কারণ কী?,new_voter_but_card_rejected
আমি নতুন ভোটার; আমার আবেদন কেন প্রত্যাখ্যাত?,new_voter_but_card_rejected
আমি নতুন ভোটার; আমার কার্ড কেন বাতিল করা হয়েছে?,new_voter_but_card_rejected
আমি নতুন ভোটার; কার্ড Rejected হলে কারণটা কী?,new_voter_but_card_rejected
আমি নতুন ভোটার; কার্ড অনুমোদন বাতিলের কারণ কী?,new_voter_but_card_rejected
নতুন ভোটার হওয়া সত্ত্বেও আমার কার্ড কেন Rejected হয়েছে?,new_voter_but_card_rejected
নতুন ভোটার হওয়া সত্ত্বেও আমার কার্ড কেন বাতিল করা হয়েছে?,new_voter_but_card_rejected
নতুন ভোটার হওয়া সত্ত্বেও আমার আবেদন খারিজ কেন?,new_voter_but_card_rejected
নতুন ভোটার হলেও NID rejected কারণ কী?,new_voter_but_card_rejected
নতুন ভোটার হলেও আমার আবেদন গ্রহণ হয়নি কেন?,new_voter_but_card_rejected
নতুন ভোটার হলেও কার্ডে 'Rejected' দেখাচ্ছে কারণ কী?,new_voter_but_card_rejected
নতুন ভোটার হলেও কেন আমার NID আবেদন গৃহীত হয়নি?,new_voter_but_card_rejected
নতুন ভোটার হিসেবে আমার NID কেন rejected দেখাচ্ছে?,new_voter_but_card_rejected
নতুন ভোটার হিসেবে আমার আবেদনটি কেন প্রত্যাখ্যাত হলো?,new_voter_but_card_rejected
নতুন ভোটার হিসেবে আমার কার্ড কেন বাতিল করা হলো?,new_voter_but_card_rejected
নতুন ভোটার হিসেবে আমার কার্ডটি কেন Rejected দেখাচ্ছে?,new_voter_but_card_rejected
নতুন ভোটার হয়েও এনআইডি আবেদনটি অগ্রাহ্য কেন এমন?,new_voter_but_card_rejected
নতুন ভোটার হয়েও কেন আমার আবেদন অগ্রাহ্য হলো?,new_voter_but_card_rejected
নতুন ভোটার হয়েও কেন আমার আবেদন খারিজ হয়ে গেল?,new_voter_but_card_rejected
"নতুন ভোটার হয়েছি, কিন্তু কার্ডটি কেন বাতিল বলছে?",new_voter_but_card_rejected
নতুন ভোটার হয়েছি; এনআইডি আবেদনটি কেন খারিজ হলো?,new_voter_but_card_rejected
নতুন ভোটার; আমার NID আবেদন খারিজ হওয়ার কারণ কী?,new_voter_but_card_rejected
"১৮ বছর বয়স পূর্ণ করে নতুন ভোটার হিসেবে নিবন্ধন করেছি, তবু আবেদন বাতিল কেন হলো?",new_voter_but_card_rejected
"বয়স ১৮ পেরিয়েছে, নতুন ভোটার হওয়ার আবেদন করেছিলাম, কিন্তু বাতিল হয়ে গেছে কেন?",new_voter_but_card_rejected
"নতুন ভোটার হিসেবে আবেদন বাতিল হয়েছে, এখন কী করণীয়?",new_voter_but_card_rejected
"আমার নতুন ভোটার নিবন্ধনের আবেদন বাতিল হয়ে গেছে, এখন কী করতে হবে?",new_voter_but_card_rejected
"নতুন ভোটার হওয়ার আবেদন রিজেক্ট হয়েছে, কীভাবে কারণ জানব?",new_voter_but_card_rejected
নতুন ভোটার নিবন্ধনের আবেদন কেন প্রত্যাখ্যাত হয়েছে?,new_voter_but_card_rejected
"নতুন ভোটার হিসেবে নিবন্ধন করেছিলাম, আবেদন রিজেক্ট হওয়ার কারণ কী?",new_voter_but_card_rejected
"আমার ভোটার নিবন্ধনের আবেদন বাতিল করা হয়েছে, কেন বাতিল হলো?",new_voter_but_card_rejected
"প্রথমবারের মতো ভোটার হওয়ার জন্য আবেদন করেছিলাম, কিন্তু বাতিল কেন হলো?",new_voter_but_card_rejected
নতুন ভোটার হওয়ার আবেদন দিয়েছিলাম কিন্তু অনুমোদন পাইনি কেন?,new_voter_but_card_rejected
নতুন ভোটারের আবেদন কেন রিজেক্ট করা হলো?,new_voter_but_card_rejected
অনলাইনে নতুন ভোটার আবেদন বাতিল হয়ে গেছে কেন?,new_voter_but_card_rejected
"নতুন ভোটার হয়েছি, ফরম নম্বর দিয়ে রেজিষ্ট্রেশন করেছি, কিন্তু কার্ড ডাউনলোড করতে পারছি না, কেন?",new_voter_can_not_download_card_with_form_number
আমি নতুন ভোটার; কার্ড ডাউনলোড কবে থেকে পাওয়া যায়?,new_voter_can_not_download_card_with_form_number
আমি নতুন ভোটার; কার্ড ডাউনলোড শো করছে না কারণ কী হতে পারে?,new_voter_can_not_download_card_with_form_number
আমি নতুন ভোটার; কার্ড ডাউনলোডের বাটন কেন কাজ করছে না?,new_voter_can_not_download_card_with_form_number
"আমি প্রথমবার ভোটার হলাম, কার্ড ডাউনলোড পাওয়ার কথাটা কখন আসে?",new_voter_can_not_download_card_with_form_number
নতুন ভোটার কার্ড ডাউনলোডে এরর দেখালে কী করা উচিত?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার কার্ড ডাউনলোডে বারবার ফেইল হচ্ছে সমাধান কী?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার কার্ড ডাউনলোডে লগইন করলেও অপশন নেই কেন?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার রেজিস্ট্রেশনের পর কার্ড ডাউনলোডের লিঙ্ক না পেলে কীভাবে সমাধান করবো?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার হিসেবে ই-এনআইডি ডাউনলোড কেন খুলছে না?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার হয়ে কার্ড ডাউনলোড করতে গেলে কিছুই লোড হয় না কেন?,new_voter_can_not_download_card_with_form_number
নতুন ভোটার হয়ে কার্ড ডাউনলোডের বিকল্পটি কেন আমার প্রোফাইলে নেই?,new_voter_can_not_download_card_with_form_number
"নতুন ভোটার, কার্ড নামাতে পারছি না এখন কী করি?",new_voter_can_not_download_card_with_form_number
নতুন ভোটার; ই-কার্ড ডাউনলোডের অপশন না থাকলে কাকে যোগাযোগ করব?,new_voter_can_not_download_card_with_form_number
"নতুন ভোটার; কার্ড ডাউনলোডের অপশনটা কোথা থেকে আসে, না এলে কেন?",new_voter_can_not_download_card_with_form_number
নতুন ভোটার; কার্ড ডাউনলোডের সুবিধা কেন অ্যাক্টিভ হয়নি?,new_voter_can_not_download_card_with_form_number
নিবন্ধন শেষ হলেও কার্ড ডাউনলোডে সমস্যা কেন হয়?,new_voter_can_not_download_card_with_form_number
নিবন্ধনের পর কার্ড ডাউনলোড করা যাচ্ছে না কারা সাহায্য করতে পারে?,new_voter_can_not_download_card_with_form_number
প্রথমবার ভোটার রেজিষ্ট্রেশন করার পর কার্ড ডাউনলোড না হওয়ার কারণ কি?,new_voter_can_not_download_card_with_form_number
"প্রথমবার ভোটার রেজিস্ট্রেশনের পর কার্ড নামাতে গেলে অপশন আসছে না, কেন?",new_voter_can_not_download_card_with_form_number
ফরম নং দিয়ে রেজি করার পর কার্ড ডাউনলোডে প্রবেশাধিকার নেই কেন?,new_voter_can_not_download_card_with_form_number
ফরম নং দিয়ে রেজিস্ট্রেশন শেষে ই-কার্ড ডাউনলোড কিভাবে পাবো না পেলে?,new_voter_can_not_download_card_with_form_number
ফরম নম্বর দিয়ে নিবন্ধনের পর কার্ড ডাউনলোড না হওয়া কি স্বাভাবিক?,new_voter_can_not_download_card_with_form_number
ফরম নম্বর দিয়ে ভোটার রেজিষ্ট্রেশন করার পর ডাউনলোডে সমস্যা কেন?,new_voter_can_not_download_card_with_form_number
"ফরম নম্বর দিয়ে রেজি ফাইনাল করেছি, তবুও কার্ড ডাউনলোড নাই উপায়?",new_voter_can_not_download_card_with_form_number
"ফরম নম্বর দিয়ে রেজিষ্ট্রেশন করলাম, কার্ড ডাউনলোডের পথটা কেন বন্ধ?",new_voter_can_not_download_card_with_form_number
ফর্ম নং দিয়ে অ্যাকাউন্ট করেছি; কার্ড ডাউনলোডের লিংক কেন আসে না?,new_voter_can_not_download_card_with_form_number
ফর্ম নং দিয়ে নিবন্ধন করেছি; ই-কার্ড ডাউনলোডের আইকনটা নেই কেন?,new_voter_can_not_download_card_with_form_number
ফর্ম নং দিয়ে রেজিস্ট্রেশনের পর কার্ড ডাউনলোড পেজ খুলছে না কেন?,new_voter_can_not_download_card_with_form_number
ফর্ম নম্বর দিয়ে নিবন্ধন করা নতুন ভোটারের কার্ড ডাউনলোড না হওয়া কিসের জন্য হয়?,new_voter_can_not_download_card_with_form_number
"ফর্ম নম্বর দিয়ে নিবন্ধন করার পর ই-এনআইডি কিভাবে ডাউনলোড করবো, অপশন না এলে?",new_voter_can_not_download_card_with_form_number
ফর্ম নম্বর দিয়ে নিবন্ধন করেও ই-কার্ড নামাতে পারছি না উপায় কী?,new_voter_can_not_download_card_with_form_number
ফর্ম নম্বর দিয়ে রেজি করেই কার্ড ডাউনলোডের কী সমস্যা হতে পারে?,new_voter_can_not_download_card_with_form_number
ফর্ম নম্বর দিয়ে রেজিস্ট্রেশন করেও কার্ড ডাউনলোড না হওয়ায় কাকে ধরবো?,new_voter_can_not_download_card_with_form_number
ফর্ম নম্বর দিয়ে রেজিস্ট্রেশন করেছি; কার্ড ডাউনলোডে সাপোর্ট কোথায় পাবো?,new_voter_can_not_download_card_with_form_number
রেজিস্ট্রেশন কমপ্লিট; কার্ড ডাউনলোড না হলে কীভাবে এগোবো?,new_voter_can_not_download_card_with_form_number
"রেজিস্ট্রেশন সম্পন্ন করেছি, কার্ড ডাউনলোড অপশন কেন দেখছি না?",new_voter_can_not_download_card_with_form_number
রেজিস্ট্রেশন সম্পন্ন কিন্তু কার্ড ডাউনলোড বিকল্প অনুপস্থিত কেন?,new_voter_can_not_download_card_with_form_number
রেজিস্ট্রেশনের পরে কার্ড ডাউনলোড অপশন কেন সক্রিয় হচ্ছে না?,new_voter_can_not_download_card_with_form_number
সদ্য নিবন্ধন করা ভোটার; কার্ড ডাউনলোড মিসিং হলে কী পদক্ষেপ নেওয়া উচিত?,new_voter_can_not_download_card_with_form_number
সদ্য নিবন্ধিত ভোটার; কার্ড ডাউনলোডে প্রবলেম কোথায় যাই?,new_voter_can_not_download_card_with_form_number
সদ্য নিবন্ধিত; কার্ড ডাউনলোডের বাটনটি দেখা যাচ্ছে না কী করবো?,new_voter_can_not_download_card_with_form_number
"সদ্য ভোটার নিবন্ধন করেছি, কিন্তু ই-কার্ড ডাউনলোড হচ্ছে না কেন?",new_voter_can_not_download_card_with_form_number
সদ্য ভোটার রেজিস্ট্রেশনের পর কার্ড ডাউনলোডে সমস্যা হলে কাকে ধরবো?,new_voter_can_not_download_card_with_form_number
সদ্য ভোটার হিসেবে ই-এনআইডি ডাউনলোডের পথ পাচ্ছি না কী করবো?,new_voter_can_not_download_card_with_form_number
সদ্য ভোটার; কার্ড ডাউনলোড করতে গিয়ে আটকে যাচ্ছি কারণ কী?,new_voter_can_not_download_card_with_form_number
সদ্য ভোটার; কার্ড ডাউনলোড না হলে কোনো অফিসে যেতে হবে কি?,new_voter_can_not_download_card_with_form_number
সদ্য ভোটার; কার্ড ডাউনলোড পোর্টালে অপশন নাই কেন?,new_voter_can_not_download_card_with_form_number
"অনেক আগে ভোটার হয়েছি, কার্ড গ্রহণ করিনি, ফরম নম্বর আছে, কার্ড ডাউনলোডের জন্য রেজিষ্ট্রেশন করতে পারছি না, কি করবো?",new_voter_card_not_taken_has_form_no_can_not_register_online
"ভোটার হয়েছিলাম অনেক আগে, কার্ড গ্রহণ না করে ফরম নম্বর দিয়ে রেজিষ্ট্রেশন করতে পারব না, কেন?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি অনেক আগে ভোটার হইছি, কিন্তু কার্ড গ্রহণ করিনি। ফরম নম্বর দিয়ে অনলাইনে কি রেজিস্ট্রেশন করতে পারি?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি বহু বছর আগে ভোটার হিসেবে নিবন্ধিত হয়েছিলাম, কিন্তু কার্ড সংগ্রহ করিনি; হাতে থাকা ফর্ম নম্বর দিয়ে অনলাইনে রেজিস্ট্রেশন করতে পারছি না এখন করণীয় কী?",new_voter_card_not_taken_has_form_no_can_not_register_online
"অনেক আগে ভোটার হয়েছিলাম, কিন্তু কার্ড নেই, ফরম নম্বর দিয়ে কি করতে পারি?",new_voter_card_not_taken_has_form_no_can_not_register_online
অনেক আগে ভোটার রেজিস্ট্রেশন করেছি; কার্ড সংগ্রহ না করলে ফর্ম নম্বর দিয়ে অনলাইনে হবে কি?,new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার হইছি, কার্ড তুলি নাই; ফরম নাম্বার থাকলেও অনলাইন রেজিস্ট্রেশন হচ্ছে না, কী করব?",new_voter_card_not_taken_has_form_no_can_not_register_online
"বহু দিন আগে ভোটার হয়েছি, কার্ড তুলিনি; ফর্ম নম্বর দিয়ে অনলাইনে কী করা যায়?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার হইছিলাম, কার্ড উঠাই নাই; ফরম নাম্বার দিয়ে অনলাইন রেজিস্ট্রেশন করবার নিয়মটা বলবেন?",new_voter_card_not_taken_has_form_no_can_not_register_online
"দীর্ঘদিন আগে ভোটার হিসেবে নাম উঠেছিল, কিন্তু কার্ড নিইনি; ফর্ম নম্বর দিয়ে অনলাইনে রেজিস্ট্রেশন করতে গেলে ব্যর্থ হচ্ছে কি করব?",new_voter_card_not_taken_has_form_no_can_not_register_online
"ভোটার ছিলাম অনেক আগে, কার্ড হাতে নেই; ফর্ম নম্বর ব্যবহার করে অনলাইন নিবন্ধন কেন সম্ভব হচ্ছে না?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার বানাইছিলাম, কার্ড নিই নাই; ফরম নাম্বার দিয়া অনলাইনে কেমনে রেজিস্ট্রেশন করব?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি আগে ভোটার হয়েছিলাম, কার্ড হাতে নেই; ওই ফর্ম নম্বর দিয়ে অনলাইনে রেজিস্ট্রেশন করার কোনো উপায় আছে কি?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি অনেক আগে ভোটার তালিকায় নাম তুলেছি, কিন্তু কার্ড নেই; ফর্ম নম্বর দিয়ে অনলাইন রেজিস্ট্রেশন না হলে উপায় কী?",new_voter_card_not_taken_has_form_no_can_not_register_online
"বহু আগে নিবন্ধিত ভোটার, তবে কার্ড গ্রহণ করিনি ফর্ম নম্বর দিয়ে অনলাইনে নিবন্ধন সম্ভব কি না জানাবেন?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার হয়েছি, কার্ড নিইনি; ফর্ম নম্বর দিয়ে অনলাইনে রেজিস্টার করতে পারছি না, কী করব?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি পূর্বে রেজিস্টারড ভোটার, কার্ড নিইনি; অনলাইনে ফর্ম নম্বর দিলে এগোয় না কী করতে হবে?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি পূর্বে ভোটার রেজিস্ট্রেশন করেছি, কিন্তু কার্ড তুলি নাই; ফর্ম নম্বর দিয়ে অনলাইনে কীভাবে করবো?",new_voter_card_not_taken_has_form_no_can_not_register_online
"অনেকদিন আগে ভোটার রেজিস্ট্রেশন করেছি, কার্ড পাইনি; ফর্ম নম্বর দিয়ে কি অনলাইনে আবার নিবন্ধন করা যায়?",new_voter_card_not_taken_has_form_no_can_not_register_online
ফর্ম নম্বর দিয়ে অনলাইনে কিছু করতে পারছি না; আগে ভোটার হয়েছিলাম কিন্তু কার্ড সংগ্রহ করিনি কি করা উচিত?,new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি ভোটার ছিলাম বহু আগে, কার্ড নেই; ফর্ম নম্বর দিয়ে অনলাইন একটিভেশন করা যাবে কি?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি আগে ভোটার তালিকায় ছিলাম, কার্ড নেই; ফর্ম নম্বর অনলাইনে গ্রহণ করছে না এক্ষেত্রে কী করতে হবে?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি আগে ভোটার হয়েছিলাম, কার্ড নিইনি, কিন্তু ফরম নম্বর আছে। এই নম্বর দিয়ে রেজিস্ট্রেশন করতে পারছি না, কী করব?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার হইছিলাম, কার্ড নেই; ফরম নাম্বার দিয়া অনলাইনে একটিভেট করা যায় নাকি?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আমি পূর্বে ভোটার হয়েছিলাম কিন্তু কার্ড নেই; ফর্ম নম্বর ব্যবহার করে অনলাইনে কেন রেজিস্ট্রেশন হচ্ছে না, সমাধান কী?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগে ভোটার হয়েছিলাম, কার্ড নেই; ফর্ম নম্বর দিলে অনলাইনে রেজিস্ট্রেশন রিজেক্ট হয় কী করবেন?",new_voter_card_not_taken_has_form_no_can_not_register_online
"বহুদিন আগে ভোটার হইছি, কার্ড নেই; ফরম নাম্বার দিয়ে অনলাইনে কাজ করার পথটা কী?",new_voter_card_not_taken_has_form_no_can_not_register_online
"আগের ভোটার, কার্ড পাই নাই; ফরম নাম্বার দিয়া অনলাইনে রেজিস্ট্রেশন কইর্যা নাহ কেন?",new_voter_card_not_taken_has_form_no_can_not_register_online
"ভোটার হইছি আগে, কার্ড হাতে আসে নাই; ফরম নাম্বার দিয়া অনলাইন রেজি ক্যান হইতেছে না?",new_voter_card_not_taken_has_form_no_can_not_register_online
"বছরখানেক আগে ভোটার হয়েছি, কিন্তু কার্ড নিতে যাইনি; ফর্ম নম্বর দিলে অনলাইনে রেজিস্ট্রেশন নিচ্ছে না কী করা যাবে?",new_voter_card_not_taken_has_form_no_can_not_register_online
নতুন ভোটার হওয়ার ফি কত?,new_voter_fees
নতুন এনআইডি কত টাকা লাগে?,new_voter_fees
নির্বাচন অফিসে নতুন ভোটার হতে কি কোনো ফি লাগে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কোন ফি জমা দিতে হয়?,new_voter_fees
ইউনিয়ন পরিষদে নতুন ভোটার হওয়ার জন্য কত ফি?,new_voter_fees
শহরে নতুন ভোটার হওয়ার ফি কি কিছু আছে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কত টাকা নির্ধারিত?,new_voter_fees
নতুন ভোটার হওয়ার আবেদন গ্রহণে কি কোনো ফি নেয়?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কি কোনো অ্যাপ্লিকেশন ফি আছে?,new_voter_fees
নতুন ভোটার হওয়ার খরচ সম্পর্কে জানতে চাই কত টাকা লাগে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কি ফি নেওয়া হয়?,new_voter_fees
নতুন ভোটার হতে কি কোনো সার্ভিস ফি আছে?,new_voter_fees
নতুন ভোটার হওয়ার বিষয়ে জানতে চাই ফি আছে কি?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কত টাকা দিতে হয়?,new_voter_fees
নতুন ভোটার হওয়ার জন্য আবেদন করলে কি টাকা লাগে?,new_voter_fees
নতুন ভোটার হওয়ার ফি প্রথমবার কত ধার্য?,new_voter_fees
"নতুন ভোটার হওয়ার ফি লাগে কি, নাকি ফ্রি?",new_voter_fees
নতুন ভোটার হওয়ার ফি সম্পর্কে জানতে চাই কত?,new_voter_fees
নতুন ভোটার হিসেবে নাম তুলতে কি কোনো ফি প্রদান করতে হয়?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কোনো ফি আছে কি?,new_voter_fees
পৌরসভায় নতুন ভোটার হওয়ার ফি কতো?,new_voter_fees
নতুন ভোটার হওয়ার অন্তর্ভুক্তির খরচ কতটা?,new_voter_fees
নতুন ভোটার হওয়ার ফি কি সরকার ধার্য করেছে?,new_voter_fees
সিটি কর্পোরেশনে নতুন ভোটার হওয়ার ফি কত?,new_voter_fees
নতুন ভোটার নিবন্ধনে কি কোনো ফি লাগে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য চার্জ কত?,new_voter_fees
নতুন ভোটার হিসেবে নাম সংযোজনের জন্য কত ফি লাগে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কত ফি প্রযোজ্য?,new_voter_fees
নতুন ভোটার হওয়ার জন্য কি কোনো রেজিস্ট্রেশন ফি আছে?,new_voter_fees
নতুন ভোটার হওয়ার ব্যয় কি?,new_voter_fees
প্রথমবার ভোটার তালিকায় অন্তর্ভুক্তির জন্য ফি কত?,new_voter_fees
নতুন ভোটার নিবন্ধন করতে কোনো ফি লাগলে কত এবং কীভাবে দিতে হবে?,new_voter_fees
নতুন ভোটার হওয়ার জন্য আর ফি কত?,new_voter_fees
নতুন ভোটার হওয়ার জন্য ফি দিতে হবে কি?,new_voter_fees
"নতুন ভোটার হয়েছিলাম, এনআইডি কার্ড পেয়েছি/ ডাউনলোড করেছি, স্মার্ট কার্ড কবে পাবো?",new_voter_got_normal_card_when_get_smart_card
"আমি নতুন ভোটার হয়েছিলাম, কাগজের কার্ড পেয়েছি, স্মার্ট কার্ড কবে বিতরণ হবে?",new_voter_got_normal_card_when_get_smart_card
"আমি নতুন ভোটার, অনলাইন কপি ডাউনলোড করেছি স্মার্ট কার্ড কবে পাবো?",new_voter_got_normal_card_when_get_smart_card
নতুন ভোটার হিসাবে নরমাল কার্ড পেয়েছি; স্মার্ট কার্ড কবে উঠবে?,new_voter_got_normal_card_when_get_smart_card
আমি নতুন ভোটার; স্মার্ট এনআইডি কবে হাতে নিতে পারি?,new_voter_got_normal_card_when_get_smart_card
"নতুন ভোটার হয়েছি, সাধারণ কার্ড হাতে ডিজিটাল/স্মার্ট কার্ড কবে হাতে পাব?",new_voter_got_normal_card_when_get_smart_card
নতুন ভোটার স্মার্ট কার্ড কবে সংগ্রহ করতে পারবো?,new_voter_got_normal_card_when_get_smart_card
আমি নতুন ভোটার; আমার এলাকার স্মার্ট কার্ড কখন দেবে?,new_voter_got_normal_card_when_get_smart_card
